Sentence,English_Translation,prefix
@pandyas0599 Gud mrng sir aapko Mahashivratri ki hardik mangalkamnaye :),@panyas0599 good morning sir greetings for mahashivaratri.,translate English to Hinglish: 
"shuru karo Patriotic ban na "" le kar #IndVAus ka naam","Start being patriotic, by taking #IndVAus's name",translate English to Hinglish: 
Allah Tala ka shukr hai. Bhagwan Shiv ka som hai. Hanuman ji ka mangal hai.,allah tala has friday. god shiv has monday. hanuman has tuesday].,translate English to Hinglish: 
"The ultimate truth is, sab chutiye hai.","The ultimate truth is, sab chutiye hai.",translate English to Hinglish: 
"@someUSER is gonna be in louisville ,  kentucky tomorrow &amp; i can't go to the show .  i guess i'll just sit and listen to his music &amp; pretend","@someUSER is going to be in louisville, kentucky tomorrow. i can't go to the show. i guess i'll just sit and pretend listening to his music.",translate English to Hinglish: 
Kante Bahut Thay Daman eFitrat Mein Adam .. KuchPhul Aur Kuch Mere ArmanBan Gaye ..,"man, there were a lot of thorns in my inherent nature, some became flowers and some my dreams",translate English to Hinglish: 
"@White_Crimes chalo ab so jao, kal kaam par jaana hai na?","@White_Crimes everyone should sleep, we have to go to work tomorrow, right?",translate English to Hinglish: 
@Prec0g Bhai kal wala video mast tha ,),translate English to Hinglish: 
"Subah se 3:30 ka wait kar rahe hai, aapne 4pm bhi ho gaye.. Ab toh aa jao aap plz plz","from morning we are waiting for 3:30pm, its 4pm now. please come now.",translate English to Hinglish: 
amazing concert tonight with jim white and the tcu jazz ensemble/faculty jazz combo ! don't miss tomorrow night . . . http/URL,amazing concert tonight with jim white and the tcu jazz ensemble/faculty jazz combo ! don't miss tomorrow night . . . ,translate English to Hinglish: 
"@shaitaankhopdi Pranaam aur Dhanyawaad bhai, haan aajkal motivation thoda kam ho gay hai:) @SN_Bhargava","@shaitaankhopdi greetings and thanks brother. yes, these days motivation has reduced @SN_Bhargava",translate English to Hinglish: 
amit ji missing picture mei  .  .  .,amit is missing in the picture.,translate English to Hinglish: 
Time to start a new innings ... Dukan khol rahe hai bhaiya ji .. ab karenge #MakeInIndia #ElectionResults,time to start a new innings ... big brother is opening a shop .. now he will do #MakeInIndia #ElectionResults,translate English to Hinglish: 
Apne is photo ke jariye Vivo ka advertisement kr rha hai @HardikPatel _ kal bda gyan baant rha tha #MakeInIndia pr,doing advertisment of vivo using your phot  @HardikPatel _ yesterday he was giving some knowledge #MakeInIndia pr,translate English to Hinglish: 
@Nirmalogy Hahaha. saala tv se dekh ke likhne me bhi galat likh diya..,@Nirmalogy hahaha. he wrote wrongly even after copying from t.v,translate English to Hinglish: 
sir aap hi ka program hai...jab aap fit ho jayien....https://twitter.com/timesofindia/status/885782518120693760 …,sir this program is yours..whenever you become fit ....https://twitter.com/timesofindia/status/885782518120693760 …,translate English to Hinglish: 
Oh bhai mere ye bhi bata de ki #RahulGandhi jihadi jignes mevani aur unar khalid ka support kyun kar rahe hain? Does #RahulGandhi wants a divided India 0 Why #RahulGandhi support #TripleTalaq ?,oh brother of mine just tell me why #RahulGandhi is supporting jihadi jignes mevani and unar khiladi? does #RahulGandhi wants a divided India 0 why #RahulGandhi support #TripleTalaq ?,translate English to Hinglish: 
Pawan Tez tune likha h ?,pawan tez have you written ?,translate English to Hinglish: 
Mulle ne ek mulle ko bacha liya...,mullah is saved by another mullah...,translate English to Hinglish: 
Sab anti national hai saale.,everyone is anti national,translate English to Hinglish: 
the notebook may be one of the greatest movies created of all time&lt,3,translate English to Hinglish: 
Justice Katju samay hain kyonki samay sabki leta hai.,justice katju is time because time takes everybody.,translate English to Hinglish: 
or phr match ki aisi ki tesi ho jati h  .  .  :p :p lekin mai to phr b match hi dekhta tha  .  .  exam ka kya h aate jate rahte h  .  .,then match becomes worse . but is still used to watch match. exams are like comes and goes.,translate English to Hinglish: 
bechare ki feelings ke saath khelo tum. Bas.,play with the feelings of the poor guy. that's all.,translate English to Hinglish: 
sahi to bol rahe hai @ArvindKejriwal,he is saying the truth @ArvindKejriwal,translate English to Hinglish: 
@abhishekmadan @slimswamy free trial class karke nikal liye the Aap? Hum toh phas gaye the. Samajh fir bhi na aya tha kuch.,@abhishekmadan @slimswamy you got passed by doing free classes? We got stuck. Still did not understand anything,translate English to Hinglish: 
"@abhisar_sharma #Notebandi ki wajah se Srijan scam ujagar hua "" paisa janha Ka tanha fas gya thA "" ye tamacha nahi to or kya hai ..",@abhisar_sharma due to #Notebandi the srijan scam was brought to light. money was stuck wherever it was. if this is not a slap what is it?,translate English to Hinglish: 
@blithesoul_ abhi 5 option nahi hai na. Ab koi aur aayega Hardy Sandhu ko puchne ko,Not @blithesoul_ not just 5 options. now someone will come to ask Hardy sandhu,translate English to Hinglish: 
@zoomphatak jaa bhai.. Yehi thi dosti,@zoomphatak go brother. this was only your friendship ,translate English to Hinglish: 
RT @usha_khokhar : Pakistan ke liye Venue Change hua Menu nahi .. Mili haar hi #IndvsPak,rat @usha_kokhar: for pakistan there is a no change in venue just changed menu . received defeat #IndvsPak,translate English to Hinglish: 
"@subhashshobhda Bihar me BJP ko Laloo se jyada nuksaan Shatrughan Sinha ne pahuchaya hai.
 #BiharKaJaichandShatrughan","@subhashshobhda in bihar, shatrughan sinha hurt bjp more than laloo
#BiharkaJaichandShatrughan",translate English to Hinglish: 
@stfu_veer delete kar diya,@stfu_veer I deleted.,translate English to Hinglish: 
@akshaykanitkar गू गल कर ले @ndtv,@akshaykanitkar google it @ndtv,translate English to Hinglish: 
watching tarak mehta ka ulta chasma  ?,watching tarak mehta's upside down spectacles ?,translate English to Hinglish: 
@the_jok_er so ja bhai,Sleep brother,translate English to Hinglish: 
sab ka ek story .  . hahaha,everyone has the same story . . hahaha,translate English to Hinglish: 
@ghost_particle dashh ne kar diya,@ghost_particle dashh did it,translate English to Hinglish: 
And DDCA under Desh bhakt @arunjaitley stopped him for 1 year Kya raastravadi hai @narendramodi https://t.co/BQXQ7vFLNm,and delhi and district cricket association under patriot @arunjaitley stopped him for 1 year. what a nationalist @narendramodi https://t.co/BQXQ7vFLNm,translate English to Hinglish: 
@nozomi_o11 okuhara ko hara kar @Pvsindhu1 ne siddh kar dia wahi no 0.1 hai ..,@nozomi_o11 by defeating okuhara @Pvsindhu1 has proven herself as number 1.,translate English to Hinglish: 
"Maine tayy kar liya hai, ghar par saare products Patanjali ke hi honge. Biwi bhi, agar aaye to","i have decided, all products at home will be of patanjali. even my bride.",translate English to Hinglish: 
tujhe wo incident nahi pata urbansanyasi wala?,you do not know that incident urbansanyasi,translate English to Hinglish: 
"Dhundne se bhagwaan milta hai, raat ki neend nahi!","God can be found through searching, but not night's sleep.",translate English to Hinglish: 
@BinaKaheLunga waise hi aadha hai.. Aur kya bacha ukhade layak  @brownbrumby,@BinaKaheLunga its already half. what's left for removal @brownbrumby,translate English to Hinglish: 
Helmet aagaya hai bahar. Africa ki hogi ab haar! #IndvsSA,the helmet is come outside. africa will be defeated now #IndvsSA,translate English to Hinglish: 
akale pahunch gayee honeymoon manane ?,did you went for honeymoon alone ?,translate English to Hinglish: 
salman bhai ...... i lovee uuu tumharee liyeee jan bvi dee dengeee,salman brother i love you .i will  give my life to you,translate English to Hinglish: 
"Mera dil tha akela, tune khel aisa khela, teri yaad mein paadu raat bhar...",my heart was alone. you played such a game. i stay up all night in your memories,translate English to Hinglish: 
@Rohini_Sharma Bhai @Vyomnaut tere ko memsaab bhai bol rahi hai,@Rohini_Sharma brother @Vyomnaut is asking for you ,translate English to Hinglish: 
RT @mukeshk23791931 : @S1dharthM kapoor and sons achachi film hai .. ek baar or dekhunga,Hrit @ Mukeshk2379l93l: @ S1dharthM kapoor and sons is a good film .. will see it again,translate English to Hinglish: 
bhai ye sab desh drohi ki jaat hai @im_rabspic.twitter.com/65jYq2VNHX,"brother, this all is the caste of traitor  @im_rabspic.twitter.com/65jYq2VNHX",translate English to Hinglish: 
Ab to aansu bhi nahi nikal rahe.,now water is not comming out of my eyes.,translate English to Hinglish: 
Bhai @GaurangBhardwa1 galti ki maafi to pehle hi maang chuka hu.. Saza ab kyu de raha hai,"brother, @GaurangBhardwa1,  i have already asked for forgiveness for my fault earlier..why are you punishing me now",translate English to Hinglish: 
.@twinitisha neeche plug nikla hua hai..,.@twinitisha the plug is out down there,translate English to Hinglish: 
@SocialBitterfly tune kal rt nahi kiya to aaj phone badalna pada  @TheInsaneSane,"@SocialBitterfly if you didn't do right yesterday, then would have to change the phone today @TheInsaneSane",translate English to Hinglish: 
"I liked a @YouTube video from @zeemusiccompany https://t.co/vuy2mRQtxX Yeh Fitoor Mera | Fitoor | Aditya Roy Kapur , Katrina Kaif |","i liked a @YouTube video from @zeemusiccompany https://t.co/vuy2mRQtxX this madness of mine | madness | aditya roy kapur , katrina kaif |",translate English to Hinglish: 
happy 2015 garbage bin  .  you have been the best so far and wish you many more prosperous year ahead :),happy 2015 garbage bin. you have been the best so far and wish you many more prosperous years ahead ,translate English to Hinglish: 
hahaha y to game k sath free ati thi .  .  . but seriously yar isko khel khel k bade hue h hum .  .  . i still miss those days .,this comes free along with the game .  .  . but seriously dude we have been playing this while we have grown up .  .  . i still miss those days .,translate English to Hinglish: 
@mumbaiifreak Kyun mujhe topi pehna rahi ho?,@mumbaiifreak Why are you fooling me?,translate English to Hinglish: 
english me baat karo otherwise fine lagega ..,talk in english or you will be fined,translate English to Hinglish: 
@hindiplz murga chadate chadate bhook lag gayi :(,@Hindupalz cock got hungry while chanting :(,translate English to Hinglish: 
#drewpeterson are you missing drew peterson yet ?  lifetime is re-airing the movie this sunday .  it stars *gasp* rob lowe as peterson,#drewpeterson are you missing drew peterson yet ?lifetime is re-airing the movie this sunday .it stars rob lowe as peterson,translate English to Hinglish: 
@LEDtvn usne rakha tha.. Tere liye,he kept an @LEDtvn for you,translate English to Hinglish: 
"Aadil: Bhai ek lakh chahiye shaam tak.. Possible hai ?

Anwar: Aadil Hai Mushkil..

#BoycottADHM","Aadil: Brother, I need 1 lakh rupees till today evening. Is it possible?
Anwar: Aadil It's difficult..
#BoycottADHM",translate English to Hinglish: 
Salman sahab aap to meri aawaj sunenge nahi.Phir bhi aawaj laga raha hun.,Salman Sir you are not going to listen to me. Even though I'm calling you.,translate English to Hinglish: 
Pehle Seeta mata ko le gaye aur ab match. Kaise begairath padosi hain yaar!,First they took away seeta and now match. how cheap neighbours we have,translate English to Hinglish: 
Fitoor Official Trailer - Aditya Roy Kapur - Katrina Kaif - Tabu https://t.co/IEUVdGFvYN,fitoor official trailer - aditya roy kapur - katrina kaif - tabu https://t.co/IEUVdGFvYN,translate English to Hinglish: 
Haha! Ye bhi achha idea hai!,haha! this is also a good idea,translate English to Hinglish: 
chi chi chi ye kya padh liya mainepic.twitter.com/LtzUWsGjyL,"oh no, what have I read? mainepic.twitter.com/LtzUWsGjyL",translate English to Hinglish: 
"Kuch logon ki kismat mein tequila shots nahin, tetanus shots hi likhe hain.","Some people have written teatness shots, not tequila shots in luck.",translate English to Hinglish: 
"@bhaiyyajispeaks LOL. Don't get into my harlem, kuch apne baghanon se chuni ladki ke saath kara do!","@bhaiyyajispeaks Don't get into my harlem, please set me up with girl",translate English to Hinglish: 
Aaj 1 taarik hai.. ab tak petrol diesel ka price nahi badaya govt ne ?,today is 1 government didn't increased price on petrol diesel?,translate English to Hinglish: 
Bihari buddhi walo ne phir Bihar latka diya..,people with bihari wisdom again screwed up bihar.,translate English to Hinglish: 
"Hum Tum ek kamre mein bandh ho aur chaabi kho jaaye.

Bhai, kamra andar se bandh hoga toh chaabi ki kya zaroorat? Kya lena dena?",i and get locked inside a room and it's locks key gets lost brother if the door is locked from inside then what is the requiremet of key?,translate English to Hinglish: 
tell the truth !!,tell the truth!,translate English to Hinglish: 
"Naye daur pe jaa pahoncha hai aaj zamana, naye jagat se hum bhi naata TOD chuke hai - AK 2016https://twitter.com/ArvindKejriwal/status/432760233316732928Â â€¦","today, the world entered a new era, i have broken my ties with the new world - ak 2016 https://twitter.com/ArvindKejriwal/status/432760233316732928",translate English to Hinglish: 
"Lo ab ""Har topic par thread banana zaroori nahin hai"" ispe bhi thread ban gaya ",look now every topic has a thred now it is not required to make thread on every thread,translate English to Hinglish: 
bandro ka pinjra  .  .  . lol,cage of monkeys...lol,translate English to Hinglish: 
yukti this made my nite :d  .  tod  .  mtlb todddddddddddddddddd,yukti this made my nite.,translate English to Hinglish: 
Sahi! Main earphones bhool gaya aaj,Correct! I forgot my earphones today.,translate English to Hinglish: 
Aaj raat sone wala hu sofepe.,I am going to sleep tonight,translate English to Hinglish: 
teri bhi shaadi hone wali hogi jald!,you are going to get married soon.,translate English to Hinglish: 
fake news he ho ni sakta aisa  .  .  .  .  .  itni cell me konsa cell pe call aaya he jsko pata krna hi bhaut musqil ho jata he,it can only be fake news . . . . . among so many cells it is difficult to identify the cell on which the call came,translate English to Hinglish: 
Ek baar maine jo commitment kar di uske baad apne aap ki bhi nhi sunta.....,"once I make a commitment, after that I do not even listen to myself…",translate English to Hinglish: 
@Footloose_Free Didi Bali se bachchon ke liye kya layee ???,@Footloose_Free sister what have you brought for children from bali?,translate English to Hinglish: 
i laughed my heart out seriously .  it was a total rofl moment !  !  !  3:) :d,i laughed my heart out seriously. it was a total rolling on the floor moment.,translate English to Hinglish: 
RT @PMOIndia : Swachh Bharat Mission gets a boost . #SaalEkShuruaatAnek #MyCleanIndia http://t.co/hVtBkrUVDe,RT @PMOIndia : Swachh Bharat Mission gets a boost . #SaalEkShuruaatAnek #MyCleanIndia http://t.co/hVtBkrUVDe,translate English to Hinglish: 
"Dard dilon ke kam ho jaate, aap gar humse paani nahi maangte.","pain in hearts would have decreased, if you wouldn't have asked me for water.",translate English to Hinglish: 
@coolfunnytshirt autowale to Mohd Aziz ka bhi dard samajhte hain.,@coolfunnytshirt autodrivers understand the pain of mohd aziz,translate English to Hinglish: 
chalk lane us section me jao jis section me ladki ho .  .  ,) ,translate English to Hinglish: 
"""Car pooling karne wali mahila ke saath huwa khilwaad""
#ComingSoon #OddEven",“women who does carpooling was fooled” #ComingSoon #OddEven,translate English to Hinglish: 
har har kajrival ghr ghr kajrewal .  .  .  only hope for india .,"everwhere everwhere kejriwal house house kejriwal, only hope for india.",translate English to Hinglish: 
@ashu048 @sagarcasm aaj maine pehle kar diya agli bar tu kar lena bhai. Har bar ka kaam hai ye to.,@ Asho 048 @Sagarcom Today I did it first time next time you do it brother. This is the work of all times.,translate English to Hinglish: 
.@OfficeOfRG isme doraemon kaha hai?,.@OfficeOfRG where is doraemon in this?,translate English to Hinglish: 
Kamal Hassan hai aur Kamla Pasand hai. #AakThoo,Kamal is Hassan and Kamla is Pasand ,translate English to Hinglish: 
anna ji .  .  .  .  lok sabha chunav mein varanasi wala episode bhul gaye .  .  .   !  !  !  !,anna ji ... have you forgotten about the varanasi episode of lok sabha elections!!!,translate English to Hinglish: 
@aanchalator shaam ko milega,@Anchorore will meet in the evening,translate English to Hinglish: 
@TweetErrant Arey sahi bowling kar raha hai. Naujawano ka bharosa nahi. Faila dete hain gendbaazi.,@tweeterrant he is doing good bowling. cant trust young people. they mess up bowling,translate English to Hinglish: 
Lol barkha ji kamaal karti hainpic.twitter.com/n2Q8S7pILp,Lol Barkha ji does wonderspic.twitter.com / o2 Q8 S7 Pilp,translate English to Hinglish: 
@nickhunterr arre ye sab to bas isliye ki do waqt ki RTs mil jaaye aur kya ,) @BadnaamEng,translate English to Hinglish: 
"i posted 12 photos on facebook in the album  "" super sunday wid shobhit bhatia .  .  .  .  .  .  ""  http/URL",i posted 12 photos on facebook in the album  'super sunday with shobhit bhatia'  http/URL,translate English to Hinglish: 
"""Kuch bhi kijo bas baarish na kijo"" - South Africans #NZvSA",“Do anything but don't rain” - South Africans #NzvSA,translate English to Hinglish: 
@tweekrant 5 saal se iPhone use kar raha hu.,@tweekrant i am using iphone for 5 years,translate English to Hinglish: 
"Silent Message for all of you guys ,,,,,,,,, Hahhahaha AAP MLA Akhilesh Tripathi #Intolerance @AAPMagic @aapkipreeti https://t.co/hivfuI3I2n","silent message for all of you guys , lol aap mla akhilesh tripathi #intolerance @AAPMagic @aapkipreeti https://t.co/hivfui3i2n",translate English to Hinglish: 
bhai tera bhi game baj chuka hai kya?,bro is your also game banged?,translate English to Hinglish: 
"RT @anujjudeeval : Perfect railway budget ever #BudgetBT # #RailBudget2015 #IndianRailways @abpnewstv @aajtakki to jal gyi , Pata ni ko","retweet @anujjudeeval : perfect railway budget ever #BudgetBT # #RailBudget2015 #IndianRailways @abpnewstv @aajtakki became jealous , don't know why?",translate English to Hinglish: 
bachpan ki yaad agai bhai .  .,I will remember my childhood brother. .,translate English to Hinglish: 
@imsatyam15 @AnjuNagarajan @narendramodi Bahot sahi vichar aur ye bat Atalji ne bhi kahi thi .,"@imsatyam15 @AnjuNagarajan @narendramodi very good thought, this was said by atal sir as well",translate English to Hinglish: 
This #Morkel wicket looked like #Dhoni telling one #CSK teammate to get bowled by another CSK teammate .. Ye IPL hai ya #WorldCup2015 BC,This #Morkel wicket looked like #Dhoni telling one #CSK teammate to get bowled by another CSK teammate .. Ye IPL hai ya #WorldCup2015 BC,translate English to Hinglish: 
"mat dekho brothers and sisters ,  dekha nahi jayega","dont look, brothers and sisters, you should not be looking",translate English to Hinglish: 
le bhai ye use cc karde..pic.twitter.com/jygNepgn2Z,cc this brother ..pic.twitter.com/jygNepgn2Z,translate English to Hinglish: 
jiyo anna .  .  .  . wow great,long live brother. wow! great!,translate English to Hinglish: 
Ab ye khabar kaun faila raha hai ki Gujrat election ke baad sabke khaate mein 1-1 #BitCoin #NarendraModi ji dalwane wale hain ? Tab tak 1 bitcoin #ERROR ! # 15 lakh ho jaayega 0 ,),translate English to Hinglish: 
@bruiselee jao pehle us aadmi ka sign lekar aao,@bruiselee first go and bring that person’s signature,translate English to Hinglish: 
"Rakh himmat, bas chalde!","dare you, just go!",translate English to Hinglish: 
saare teacher kuch zyaada hi masti karte hain .  .  .  .  :-p,all teachers have too much fun. ,translate English to Hinglish: 
Ye Gutkha Mukesh ki behen lag rahi hai.,she seems like the sister of Gutkha Mukesh,translate English to Hinglish: 
Suno @ManUtd LVG in Manchester United is like Arvind Kejriwal ruling Delhi.  Kuch samjhe?,listen @ManUtd lvg in manchester united is like arvind kejriwal ruling delhi.  understood anything?,translate English to Hinglish: 
@Ra_Bies assi teh chhote mote ----- haan,@Ra_Bies we are small people,translate English to Hinglish: 
@ohhmygold Accha funny kaise hotey hai ! samjhana !,@ohhmygold Tell me have to be funny? Explain!,translate English to Hinglish: 
"@Oinkoo bas koi itne paise de de, bech dunga","@Oinkoo only if someone gives me this much money, i will sell it",translate English to Hinglish: 
@bholi_si_soorat Yaha bohot saari ladkiya hai jo apni hubby se bore ho kar aati hai,@bholi_si_soorat there are a lot of women who comes here after getting bored of their husband.,translate English to Hinglish: 
2-4 ko to Nehra ji apni smile se hi out kar denge.,nehra ji will bowl out 2-4 just using his smile.,translate English to Hinglish: 
to hum kya kare :p  .  .  .  chal dafa ho ab :(,what should we do about it.get lost !,translate English to Hinglish: 
RT @sarvjot19972 : #MSGmissionHumanity guru ji passion again help people,RT @sarvjot19972 : #MSGmissionHumanity guru's passion again helped people.,translate English to Hinglish: 
@Humor_Donor @Sarcaism_ Salman Khan se jo breakup karte hai wo kahin ke nahi rahte #bhairoxx,@Humor_Donor @Sarcaism_ the ones who breakup with salman do not survive. #bhairoxx,translate English to Hinglish: 
yaar guddu ko dekete hi akshay kumar ki yaad ati hai sabhi ka scene kaat deta hai  .  .  . ,),translate English to Hinglish: 
"@KingDrunkard Sambhaal ke. Ladki hai, samosa nahin!",@KingDrunkard be careful. It is a girl not a samosa,translate English to Hinglish: 
nfl commissioner roger goodell says he may cancel the pro bowl: http/URL would you care if there was no pro bowl ?,nfl commissioner roger goodell says he may cancel the pro bowl. would you care if there was no pro bowl ?,translate English to Hinglish: 
i know it's in january but i cant wait for the royal rumble #wwe,i know it's in january but i cant wait for the royal rumble #wwe,translate English to Hinglish: 
"Jammu , Bhutan , Nepal , Laddakh . Too much adventure . Samajh nahi aata Motabhai PM bane hain ya Roadie . ;) king awesome "" muhaaaaaaaaaa","jammu , bhutan , nepal , laddakh . too much adventure . i dont understand whether fat brother is pm or roadie .  king awesome  muhaaaaaaaaaa",translate English to Hinglish: 
10lakh k suit pe ek muffler bhaari padh gya !! Dekhte hi dekhte sbko dhara shai kr gya !! #AAPSweep #DelhiDecides #AAPStorm,a muffler became dominant on a suit of 10 lakh !! he floored everyone very quickly!! #AAPSweep #DelhiDecides #AAPStorm,translate English to Hinglish: 
drama king guddu :d :p,drama king guddu,translate English to Hinglish: 
"man ,  i'm sorry for the death of mr . mitch lucker .  may he rest in peace . ","Man, I'm sorry for the death of Mr. Mitch Lucker. May he rest in peace.",translate English to Hinglish: 
@Insane_chorri Gustakhi maaf kardo.. Ladko se galti ho jaati haipic.twitter.com/gG7oMw263h,@Insane_chorri forgive this cheekiness.. boys make mistakes. pic.twitter.com/gG7oMw263h,translate English to Hinglish: 
"haha, ye kaha hai mein bhi aata hu","haha, where if he ? even i will go",translate English to Hinglish: 
"@kaalia_bhatt @Madan_Chikna aise na bol, main bhi baad khush hua tha jab hazaar followers hue the, koi kaam bke nahi hai saale","@ Kaliya_bhatt @ Madan_Chickna Don't speak like that, I was also happy when thousands of followers were there, no one is of any use",translate English to Hinglish: 
"\  ""  i just want to be away from all of this  .  far away  .  \  ""  call nasa  .",  i just want to be away from all of this  .  far away  .   call nasa  .,translate English to Hinglish: 
@SritikaDhar waah waah. Aadab arz hai,wow wow. great respect for you.,translate English to Hinglish: 
"haan, waise bhi apne trips chalu hoayenge by year end *naacho*","yes, anyhow our trips will start by year end *dance*",translate English to Hinglish: 
@toastingtoaster bhai tere liye free  @LEDtvn,@toastingtoaster brother this is free for you  @LEDtvn,translate English to Hinglish: 
Ek chakke par itni khushi? Tumhare paas toh 11 hai team mein.,so happy for one six ? you have 11 members in the team ,translate English to Hinglish: 
"teaching ,  then rehearsing .  show with the gnr tribute band this friday in cranston ,  ri at mardis gras ! ","teaching ,  then rehearsing .  show with the guns and roses tribute band this friday in cranston ,  ri at mardis gras ! ",translate English to Hinglish: 
@YounggunRB2 unhone poore Bihar ko dhokha diya #GoodByeNitishKumar,@YounggunRB2they betrayed Bihar #GoodByeNitishKumar,translate English to Hinglish: 
Sory main nhe aasg t main pakistan main ho???,it was really a weird match... doesn't seems like a T-20. both the teams were struggling...#IndvsPak,translate English to Hinglish: 
Shahrukh ke fans film ka Twitter pe promotion karne me itne busy ho gaye ki khud hi film dekhna bhul gaye https://twitter.com/taran_adarsh/status/721969258205356032?ÿƒ??,fans of sharukh were so busy in prmoting the film on twitter that they forgot to watch the film,translate English to Hinglish: 
Jaise ke biryani nahi khaayi jayegihttps://twitter.com/INDpheobebuffay/status/878179399283073024 …,something like we cannot eat the biryani https://twitter.com/INDpheobebuffay/status/878179399283073024 ,translate English to Hinglish: 
"Ek badi aayu ke sardar mujhse kahein ki meri ek iccha hai "" mujhe bhi Pak ki seema pe duty de do "" ek aur #surgicalstrike ka mauka de do - PM",one elderly sardaar told me that he has one wish “give me duty on the pakistan border as well” to give one more opportunity for #surgicalstrike  - PM,translate English to Hinglish: 
@steppennwolf ankit ka naam sukanya kyun save kiya hai?,@steppennwolf why did you saved ankit name as sukanya,translate English to Hinglish: 
RT @LFC Acche Din Aanewale Hain,RT @LFC good days are coming,translate English to Hinglish: 
Live aane ke liye switch to #JIO services !!!,"to go live, switch to #JIO services",translate English to Hinglish: 
Maam Mali me aapke bhai hum bhakt logo ko phir mauka de rahe haihttps://twitter.com/RanaAyyub/status/667294400632848384Â â€¦,"ma'am, your brother is giving is devotees another chance in mali https://twitter.com/RanaAyyub/status/667294400632848384",translate English to Hinglish: 
kejriwal is such a deshdrohi .,kejriwal is such traitor,translate English to Hinglish: 
i'm excited to go to the knicks vs . lakers game in december thanks daddy you dah best,i'm excited to go to the knicks vs lakers game in december thanks daddy you are the best,translate English to Hinglish: 
Language barriers . Any species of the above mentioned group who can speak hindi passably well will have a very diverse friend circle @ iitb .,language barriers . any person of the above mentioned group who can speak hindi passably well will have a very diverse friend circle at iitb .,translate English to Hinglish: 
@narendramodi sir mujhe aapki '''' man ki bat '''' bhut achha lga . thank you sir,@narendramodi sir i loved your '' man ki bat ''. thank you sir,translate English to Hinglish: 
@narendramodi Ab har baar Modi sarkaar,@narendramodi now everytime modi government,translate English to Hinglish: 
@BhayanakPuppy Hahah pata nahi bhai.. use pankhe theek karne jana tha shayad :P,@BhayanakPuppy (laughs) don't know brother. i think he had to go to repair fans. :P,translate English to Hinglish: 
"Naam mein kya rakha  hai? 
Ans: Last name, inter caste shaadi tumhara baap agree thode hi karega","What's in the name? Ans: Last name, Inter caste marriage. Your father would not even agree.",translate English to Hinglish: 
"Ghar main Agarbatti din main do baar use hoti hai. Pooja important hai but ""Pooja ""Archana Sadhana etc nahi. #GSTCouncil #GST",he gets incense sticks twice a day in the house. pooja is important but puja is not everything. #GSTCouncil #GST,translate English to Hinglish: 
Aapa zara West Bengal mein chal rahe tumhare bhaiyon ke dange par thoda gaur farmayeinhttps://twitter.com/_sabanaqvi/status/882526675447066624?ÿƒ??,please pay a little attention to the riots of your brothers running in west bengal,translate English to Hinglish: 
@someUSER but how you gon handle it if you are announcing on super bowl sunday ?  !  !  you might put that gold back in yo grill .,@someUSER but how you gon handle it if you are announcing on super bowl sunday ?  !  !  you might put that gold back in yo grill .,translate English to Hinglish: 
"RT @KejriTrolls : Modi ji , aapne kisi aur ko exam likhne bheja hoga . Syllabus se kuch sawaal mein poonchu toh ans de paaoge aap ? Bolo bolo ..","RT @KejriTrolls: Modi ji, you might have sent somebody else to writte the exam. Can you answer the questions in the syllabus. Tell me!",translate English to Hinglish: 
Ek saath bulao sab...., call everyone ,translate English to Hinglish: 
@anubhashukla7 ekdum sahi samjha aapne ,-),translate English to Hinglish: 
"Wah wah maja aa gya !! Indian Govt. should host an International Hindi song compitition !! Tarrakki bahut ho gayi ab thoda entertainment ho jai, 'Kyo bhayio aur behno' ???",bravo bravo feeling joyful !! indian government should host an internation hindi song competiiton !! we have enough of progress now lets have some entertainment 'so what you say brothers and sisters' ??,translate English to Hinglish: 
@roy_debsie samaj me nahi aaya,@roy_debsie i didn't understand it,translate English to Hinglish: 
"@Sweeton_Dsilva haan. Par government ko yeh sab kaise pata, un logo ko paise ke alawa kuch nahi dikhta",@Sweeton_Dsilva yes but how government knows about those persons they don't know anything other than money ,translate English to Hinglish: 
"amazon: extra strength hair nutrient tablets ,  60-tablets (packaging may vary) by viviscal 649 days in the top 1 .  .  .  http/UR","amazon: extra strength hair nutrient tablets , 60-tablets packaging may vary  by viviscal 649 days in the top 1 .  http/UR",translate English to Hinglish: 
utho toh ukhaadna zaroori nahi hai. Uff.,if you get up you don't need pull the rest of the things out.,translate English to Hinglish: 
RT @kchowdhury9 : #boycottraees ye movie ab nehi lana,RT @kchowdhury9 : #boycottraees don't put this movie ever,translate English to Hinglish: 
ye kaam to bohot kiya hai .,I have done this work a lot,translate English to Hinglish: 
Lol! Ye kya hai?!,Lol! What is this?!,translate English to Hinglish: 
Jyada khush mat ho RWs.. Sonia Rahul ko bail ho jaegi.. #SoniaRahulHazirHo,don't be very happy rws. sonia and rahul will soon get bail. #SoniaRahulHazirHo,translate English to Hinglish: 
Indore's Tai Sumitra Mahajan is LS Speaker. Ab 'Baith jaiye Baith jaiye' ki jagah 'Poha khaiye Poha Khaiye' !!  #विश्व_पोहा_दिवस,"the mother of indore , sumitra mahajan is the lok sabha speaker. now instead of 'sit down,' you'd be hearing 'eat poha'",translate English to Hinglish: 
