sentence,english_translation
"R: Mummy ghar me Bournvita khatam ho gaya hai
S: Tune iss desh se poori Congress khatam karwa di..B'vita kya chiz haipic.twitter.com/CzSIPittg5","r: mother, bournvita is not left. s:you removed congress from the whole country. what is bournvita compared to that? pic.twitter.com/CzSIPittg5"
tune to bada lamba chaura manifesto banaya hai naa .  .  .  .  dekhta hoon kitne seats milenge,"you have prepared a very long manifesto, right? let's see how many seats you will get."
@Atheist_Krishna ye dekh pataka guddipic.twitter.com/xGXOJ1qs88,@Atheist_Krishna look at this bomb.
Well said Shatru Sir bagawat har kisi ke bas ki baat nahi ..! Shukriya khamoshi todne ke liye .. #MannKiBaat,well said shatru sir. rebellion is not just for everyone ..! thanks for breaking the silence .. #MannKiBaat
Modi jorj aage bado ham tumhare sath hai jai Bharat....,"modi go ahead, we are with you. Bharat."
"""Airport ke liye taxi waha se milegi..""

""LOL bhaijaan hum to tumhare samaan ke andar baith ke jaenge..""pic.twitter.com/scGHmMXudC","""Taxi to the airport will meet her ..""

""Lol Bhaijaan, we will sit inside your luggage .."""
@AapGhumaKeLeyLo Kaisi jeebh laplapayee,@AapGhumaKeLeyLo how tongue lapper
@someUSER is t it fake ?  the grammys nominations come out in december !  !  !,@someUSER is it fake?  the grammys nominations come out in december!
dd programs we used to watch.. sometimes with tractor battery when we dont have light etc :),"we used to watch dd programs, sometimes using tractor battery when we didn't have lights,etc :)"
"Chotta bacha samaj ke
Tu mera dil tu meri jaan
Lakdi ki kaathihttps://twitter.com/badechote/status/798151803288178688 …","thinking of me like a small kid
you are my heart and my life
wooden cradlehttps://twitter.com/badechote/status/798151803288178688 …"
yaar aap to mujhey nostalgic kar dete ho . . .,"man, you make me nostalgic"
Abhi bi is desh m Deshbhakt Majority m h .....,there are still patriots in this country
Modi ji .....ye galat baat hai jo aapn 3 crore ka stage lagwa raha han ..... please think about it,"Modi ji...this is not fare, you are spending 3 crores for a stage.. please think about it."
"i'm not the go out type .saturday nights are my"" stay up all night with the fellas on 360 ""night ,but i think i'll dive into paterno's bio .","i'm not the 'go out' type. saturday nights are my ""stay up all night with the fellows on 360 "" night, but i think i'll dive into paterno's biodata."
@manish239994 AC bahut chalta hai,@manish239994 AC operates a lot.
police: you have the right to remain silent .  what ever you say may be hel against you me: harry styles,"police: you have the right to remain silent . what ever you say may be held against you, me: harry styles"
"talking about act's &amp;&amp; sat's ,  deciding where i want to go to college ,  applying to colleges and everything about college stresses me out . ","talking about act's and sat's ,  deciding where i want to go to college ,  applying to colleges and everything about college stresses me out . "
"Jan Dhan yojana for the poor, Janardhan yojana for the richhttps://twitter.com/firstpost/status/806451209552859136 …","jan dhan yojana for the poor, janardhan yojana for the rich https://twitter.com/firstpost/status/806451209552859136 …"
@iamGunjanGrunge phir aa gaya maal maangne.. Tharki @Insane_chorri,@iamGunjanGrunge you've come again to ask for a chick... pervert @Insane_chorri
Help me bhai plzz help.me,Help me brother please help.me
"Swachh Bharat ke naam pe de do baba...
 http://economictimes.indiatimes.com/news/politics-and-nation/government-to-train-3000-beggars-to-sing-paeans-to-swachh-bharat-beti-bachao-other-campaigns-on-local-trains/articleshow/48336570.cms?utm_source=dlvr.it&utm_medium=twitter …","please donate in the name of swachh bharat
 http://economictimes.indiatimes.com/news/politics-and-nation/government-to-train-3000-beggars-to-sing-paeans-to-swachh-bharat-beti-bachao-other-campaigns-on-local-trains/articleshow/48336570.cms?utm_source=dlvr.it&utm_medium=twitter …"
utho toh ukhaadna zaroori nahi hai. Uff.,if you get up you don't need pull the rest of the things out.
ahaa .  .  .  jeet gye :d congratulations to all indians :),"ahaa... won, congratulations to all indians"
done hai bhai #TedeMedeHoKeJaanaHai,brother it is done #TedeMedeHoKeJaanaHai
"RT @MehakTweets_ : Gets up . Voice from the lounge "" Aur dekho aik aur supporter jaag gyi hai "" ðŸ™„ðŸ™„ðŸ™„ðŸ™„",rt @MehakTweets_: gets up. voice from the lounge and see one more superstar has woken up.
"@EngineeRoholic bas kar Gogi, rulayega kya?","@EngineeRoholic stop it Gogi, will you make me cry now?"
Bhai Dil khush ho raha h .... Dekh Lena kahi Abba ko attack na aa jaye video dekh k #SurgicalStrikes #SurgicalStrikesHISTORYTV 18,brother i have become very happy see if father does not get  heartattack after seeing this#SurgicalStrikes #SurgicalStrikesHISTORYTV 18
had hai yaar phati ke dhol bajaane ki @Fussy_Ca,it's enough beating around the bush @Fussy_Ca
@rajats2 yahi to scam hai ji! @FarOutAkhtar @rishabh_group @cloud9_resident,@rajats2 this is the scam! @FarOutAkhtar @rishabh_group @cloud9_resident
hashtag kidhar hai? #DashSongs,Where is the hashtag? #DashSongs
"@Alllahdin waah!!
Ab tu phir sojayega, loo se nikal kar.","@Alllahdin waah!!
now you will sleep again. come out of the toilet."
@richazjoy sirf tum hi mere talent ko pehchaanti ho :D,@richazjoy only you recognize my talent :D
"@MeetUunngLee badla to h zindagi le rahi hai mujhse, aur tu ab tak gurgaon aa hi raha hai",@MeetUunngLee life is already taking its revenge on me and you are still on the way to gurgaon.
@indiantweeter Arrey wah! Kya baat hai Ankit.,"@indiantweeter wow! great, ankit!"
Mard ban !! Koi dard nahi hoga.,be a man. you won't feel the pain.
super .  .  .  .  .  . yaha bhi hoga waha bhi hoga ab to sare jaha me hoga .  .  .  .,"super. it will happen here, it will happen there, now it will happen in the whole universe."
"@Arunapk57 hi5, main bhi wohi karta hu :P","@Arunapk57 hi5, i also do the same thing "
Mai toh bhool gaya Babli ka ghar.. Priya ka ghar pyara lage.,i forgot babli's house.. priya's house looks good.
Holi is trending . Abhi waterless holi ka gyaan baatna shuru kar denge kuch log .,holi is trending . now few people will start boasting about waterless holi
why u no entertain now ???,why you don't entertain now?
Yeh padh ke aap kya khush ho rahe apne bi koi aachi service nai di hai #jio 4 G #Jio @reliancejio,"why are you getting pleased after reading this, your service also wasn't good#jio 4 G #Jio @reliancejio"
Fitoor kaisi hai?https://twitter.com/arvindkejriwal/status/700672665506357248 …,how is fitur? https://twitter.com/arvindkejriwal/status/700672665506357248
@bruiselee @c_aashish kaka aap jaise customers ke liye hi toh yeh services hain. Yeh gareeb log faltu chill pau macha rahe hain,@bruiselee @c_aashish uncle this cervice is only for coustomers like you. these poor people are creating chill unnecessarily.
Neend nahi aati tumko?,do you feel sleepy?
"Iss root ki sabhi line vyast hai

~ Sehwag","every line in this route is busy
~ Sehwag"
@Insane_chorri mein to Bhopal me hi kha raha,@Insane_chorri I would like to eat in Bhopal.
itne sare logo me se humse kaise baat karoge?? :-(,how will you talk to me from so many people?
i still remember that day like it was ever happened to me  !  !  :),i still remember that day like it ever happened to me  !  ! 
Iss aurat ne #JatAgitation mujhse jod liya. LOL.https://twitter.com/autumnrainwish/status/722874344813105152 …,this women has attached #JatAgitation with me. laugh out louder. https://twitter.com/autumnrainwish/status/722874344813105152 …
@kitAnurag @Shakti_Shetty bhai mera reply lele bhale hi mujhe 3 second ka hi bhej de.,@kitAnurag @Shakti_Shetty brother take my reply but send me even if it is 3 seconds.
"@NamlaSZ Practical day tha aaj wesy bhi , Sunday ko kon jata hy . ðŸ˜","@NamlaSZ Anyway today was a practical day, who goes on sunday."
pitutary aur pineal glands ka kya nishkarsh hai ?,what is the significance of pitutary and pineal glands?
aaj aapiye sirf rayta piyenge @MeetUunngLee @meetdspartan @Ankita_Shah8 @ArvindKejriwal,today you'll only drink raita@MeetUunngLee @meetdspartan @Ankita_Shah8 @ArvindKejriwal
@Nirmalogy kaisa hai bhai,@Nirmalogy how is it brother
@coolfunnytshirt Tum aage badho. Hum tumhare saath hain.,"@coolfunnytshirt you go ahead, we are with you"
Kya aap jaage ho?,are you awake?
"Dad: Kya hoga is desh ka?
Mom: Jaa ke naha lo pahle 

","dad: what will happen to this country?
mom: go bathe, first. 
"
I think wearing weird clothes and chappals mean we are innocent train us with your own risk :D,I think wearing weird clothes and chappals mean we are INNOCENT . Train us with your own risk :D
kaha ho....aap salman,where are you salman.
Hahahahaha! Maine nahi dekhi kyunki mauka hi nahi diya gaya aam janata ko shayad ye attyachar sehne ka.,haha! i haven't seen because the common people were not given the opportunity to handle this torture.
"""Mera bhai roz 5 ghante cartoons dekhta hai..""pic.twitter.com/gTGepfbIT2","""i watch cartoons for 5 hours daily.""pic.twitter.com/gTGepfbIT2"
"@IamSalaar Kya bhai , Dafan karne aaye the khud hi dafan ho gaye . lol","@IamSalaar what brother, you were here to bury him and now yourself are buried . laugh out loud"
"3g ,coalgate se bhi bada scam !!",3g is a bigger scam then coalgate
"#IndvsPak - Umesh Yadav to harsh bhogle - Pressure banane ka kaam Shami ne achcha kiya , mujh se to ho nahin paya .","#IndvsPak - Umesh Yadav to harsh bhogle - shami did a good job of making pressure, i could not have done it."
@DefucktiveHumor @galat_fehmi mujhe bhi,@DefucktiveHumorme @galat_fehmi me too
2 + 2 kitne hote hain?pic.twitter.com/dn8qdQXN70,how much is 2+2? pic.twitter.com/dn8qdQXN70
5 - 5 karke tamatar phenkopic.twitter.com/a55ucfBgZk,throw tomatos 5 - 5 at a time pic.twitter.com/a55ucfBgZk
"Nahi aunty, woh to @MeetUunngLee hai",no aunty that is @MeetUunngLee
"@FaaduTweets kaunu phark naahi padega gajodharwa, hmra naam thode hi Jaan Snow hai?Gore chore pasand aawe hai angreji mem ko @TheVacuumHead","@Fadveetus kownu fark won't gajodhawaa, our name is a little sweet? Gore whores like English memes @Thevakumhad"
_/\_ SIR. Rulaoge kya?,_/\_ Are you making us cry?
bhai jan kya baaaat haiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii.,nice man!!
"mich Maushi, aga baaya tula samaz naahi ka?","If not, who is not?"
tune khud likha hai ye?,have you written this by yourself?
Suna hai aajkal log @OfficeOfRG ke rally k bad #GST me se kaunsa product ghataya jayega ispar bet laga rahe hai.,heard that nowadays people are betting on which product will be reduced from #GST after rally of @OfficeOfRG
Bhai jaan bolu naa.. yar,brother just speak hi brother 
"if aliens observed earth to learn about us ,  i wish they'd watch the olympics .  rather than mardis gras or the 4th of july .  .  . ","if aliens observed earth to learn about us ,  i wish they would watch the olympics .  rather than mardis gras or the 4th of july .  .  . "
@byomkesbakshi Bhai ye to seedhe chakka maara hai,@byomkesbakshi bro this guy hit a six straight up
@APoonia19 bachche itni raat tak jagte nahi,@APoonia19 children don't wake up uptill this late 
RT @faizansrkkhan : Kingo ... Gaadi me kuch the kya ? #DilwaleOnSony https://t.co/6qoSjTDhhw,RT @faizansrkkhan : Kingo ... was there something in the car ? #DilwaleOnSony https://t.co/6qoSjTDhhw
@DefucktiveHumor sach bahar aa hi jaata hai #YoNitishSoTantrik,@DefucktiveHumor the truth always comes out #YoNitishSoTantrik
Kabhi apni army ki bhi health puchh liya karo Sirhttps://twitter.com/Samar_Anarya/status/873023908714233856 …,"sir, your should ask about the health of your army https://twitter.com/Samar_Anarya/status/873023908714233856"
Match mein pahle jaisa maja nahi aaya. Pakistan ki team ghatiya hai imo.,The match was not as fun as before. Pakistan's team is poor.
"@retardedwriter hum nahi kha rahe, net par photo mili hai ","@Radapatvadhittar we are not eating, got a photo on the net."
"@aanchalator Han. Jab bhi Pune me 6 baje mujhe bata dena, main yaha Jaipur me dekhna shuru kar dunga.","@aanchalator yeah, when 6 strikes at pune,  just tell me, i will start looking here in  jaipur"
@drajoykumar congress hindu virodhi hai . Ye labels tumpe lag gaya,@drajoykumar congress is anti-hindu. these labels are now on you
bhai itne mein to ek puri movie ki story khatm ho jati h  .  .  .,"brother, in this much, the story of an entire movie gets completed"
jaisi karni waisi bharni  .  .  .,Tit for tat.
"Abe Congressiyon, Nigerians bhi insaan hote hain, bandar nahin. Kyon itna bura maan gaye.","hello Mr congressians, nigerians are also humans, not monkeys. Why did you feel so bad?"
Paese bhi koi ped pe ugte hain? Bilkul NAHI https://www.youtube.com/watch?v=OzEcGzm63MA … #JanoTohMano,Does money grow on trees? Of course not https://www.youtube.com/watch?v=OzEcGzm63MA … #JanoTohMano
Kyu ? Saari sensibility ka theka humne hi le rakha hai ?https://twitter.com/priyanka_dear/status/624937767479316480 …,why? have i taken a contract of sensibility?https://twitter.com/priyanka_dear/status/624937767479316480 …
"*Bhaisahab ye address kahan padega?*
Aage do start up dikhenge, uske aage se right le lena, uske baad 2 start up chhodke left. #Budget2016","where is this address brother?
 straight, you'll see two stratups, take a right after them, after the leave two startups and look at left. #Budget2016"
orr sala inka wo circus tooi ... tooi .. tooi bakwaaas,"and also their circus, too rubbish"
@TestTubeBaba pata hai bhai isiliye bola,"@TestTubeBaba i know bro, that's why i said it"
@kachra_peti hahahaa no.. Ye @HathwalaThakur ki aadat hai maze lene ki,@kachra_peti hahahaa no..  making fun is @hathwalathakur's habit 
@hotsrkfan darr ke aage jeet hai https://www.youtube.com/watch?v=Tybez0kwACg … … #NaamBanteHainRiskSe @MountainDewIn,@hotsrkfan there is victory ahead of fear.https://www.youtube.com/watch?v=Tybez0kwACg … … #NaamBanteHainRiskSe @MountainDewIn
@jairajsonicivil 10 saal satta me reh kar bijli bhi nahi di gyi isse #FailedCMNitish,@jairajsonicivil even after 10 years of government he haven't given electricity #FailedCMNitish
super duper like .  yehi hota hai sab jagah :),super fantastic like . it happens everywhere:)
"Rerun: Honey Singh ke gaano pe naachna shuru karo, kripa aani shuru ho jayegi: Nirmal Baba to Radhe Maahttp://www.fakingnews.firstpost.com/2015/08/honey-singh-ke-gaano-pe-naachna-shuru-karo-kripa-aani-shuru-ho-jayegi-nirmal- …","Rerun: start dancing on honey singh songs, your life will start to bloom: Nirmal Baba to Radhe Maa http://www.fakingnews.firstpost.com/2015/08/honey-singh-ke-gaano-pe-naachna-shuru-karo-kripa-aani-shuru-ho-jayegi-nirmal- …"
"Bhagao usko bhi yaar, bahot huwa bhaichara.","this is enough, someone send him away"
"Dheere dheere se meri zindagi mein aana, dheere dheere se sab kharab kar jaana.","slowly slowly come into my life, slowly slowly soil everything."
hey bajrangbali bas aaj ek reply mil jaye..,hey bajrangbali just get a reply today ..
@UddhhamSingh arre yaar aajkal bade bouncer padte hain yaha,@UddhhamSingh damn man! nowadays big bouncers are found here.
RT @_Ummi93_ : Awais DM me line mar raha he Bande da puttar banja !! :3,"retweet @_Ummi93_ : in unauthorize dm, person's son is trying - banja!"
@GoelBrijesh LOL! Humnay kahan abuse kiya sir ji? Abuse toh aap hi kar rahe ho! @tinucherian,@GoelBrijesh lol! when did i abuse sir? infact you are abusing @tinucherian
"@indiantweeter do ladkon ka naam leta hai, fir bolta hai kisiko janam diya, yeh tareef hai? @bhak_sala","@indiantweeter Takes the name of two boys, Then says, gave birth to someone, Is it a compliment? @bhak_sala"
"@melotus bakwaas, tumko hamesha emo poetry chahiye hota hai. Woh entertainment nahi hota.","@melotus bakwaas,you always want emotional poetry. that is not entertainment."
Isme koi doubt nahi ki #noteBandi abhitak ka sabse bada #ArthikGhotala hai jo maine aj se 4 - 5 mahine pahle hi kaha tha. #GafeeboKiKamarTodDi,there is no doubt in this #noteBandi is the biggest #ArthikGhotala which I had forecasted only 4-5 months before. #GafeeboKiKamarTodDi
so good yar  .  .  .  sari yada taja kar di  .  .  .  .,so good friend . . . you refreshed all memories . . . .
"Kya tumne kabhi kisi ko DP ke liye follow kiya?
 Kiyaaa
 Aur usne tumhe disappoint kiya?
 Kiyaaa..
 Mujhe bhi kiya","have you ever followed someone for DP?
yes, followed
And has he/she disappointed you?
Yes
Me too!"
tu roj yeh karta hai kya?  @drpoonam,do you do this always? @drpoonam
"2002 se pehle ki baatein bhi yaad hai inhe.
Bajao Taali https://twitter.com/sardesairajdeep/status/703582743469256705 …","he remembers things from before 2002.
 clap. https://twitter.com/sardesairajdeep/status/703582743469256705Â â€¦"
"Waise Shiv ji ki anniversary bhi hai aaj, unko tribute bhi hogaya aur apne India team ke batsmen ko bhi. Bahot hi gehra tweet!","anyway's today is lord shiv's anniversary too, this would be tribute for him and our indian team's batsmen too. very deep tweet."
"Bhai ko haathi bola! 
Hawwhttps://twitter.com/sallufan2712/status/750975632381710336 …",you called my brother elephant!! https://twitter.com/sallufan2712/status/750975632381710336 …
@lady_naarad haan aur DM bhi ,)
"WTH? Me hot?
*khushi ke aansoo* 
Hot aap ho",Wth? Me hot? *tears of joy* youre hot.
RT @CallMeNini_ : Aaj time nikal kar Qandeel Baloch ki videos dekhiAb dil kar raha hai ya to khud marr jau ya use maar duðŸ˜´,retweet @CallMeNini today i took out time to watch Qandeel baloch videos.now i feel like either killing him or myself.
"@journojuno Tried for Jai Hind, par Jhand ho gayi hai.","@journojuno tried for jai hind, but things didn't worked out."
@dhaikilokatweet dimaag ki kalaiyo ka behetareen upyog ,)
Bhai yeh batao saare ukhade hue stumps ka kya kiya? #AskDhoni @StarSportsIndia @msdhoni,bro say me what did you do with all the unrooted stumps? #AskDhoni @StarSportsIndia @msdhoni
khel ke end me south africa ke team ne indian team se kaha  .  bhai hum south africa se hai .  hamare jersey bas green color ka hai .,"at the end of the game, the south african team said to the indian team..  brother we are from soth africa .  only our jersey is of green colour."
@dhaval241086 haha.. Bhopal ka hi hai,@ Dhawal 241086: .. belongs to Bhopal
@akshaykanitkar ajji sunte ho... Mera naya hair color kaisa laga?,@akshaykanitkar hey listen... how is my new hair color?
@sayshardik ghar pe yaar,@sayshardik its in the house.
"@someUSER capello had poor english in his first press conference and used a translator , by 1st game he spoke fine .cost isnt' an issue #trapout","@someUSER capello had poor english in his first press conference and used a translator , by 1st game he spoke fine. cost isn't an issue #trapout"
"@oxymoronic_me Sona nahi na sahi, fikar kya hai main hu na tere liye","@oxymoronic_me no matter if the gold is real or not, don't worry you still got me"
ana bhi aap me samil hogeya . imandari koi nanhi sab politics me entry marke lutna chahate hai . an isme ana bhi samil hogeye .,anna also joined aap. there is no honesty left. everyone wants to earn money by entering politics...anna also joined these kind of people 
O behenji ... aap muslim women ke haq ki awaaz kyun nahi uthati #halala #TripleTalaq #Polygamy,o sister ... why are you not lifting the sound for muslim women's rights #halala #TripleTalaq #Polygamy
4 baj gye lekin salman hJi kha h..,"it's 4 already, where's salman?"
guddu ka bag hai ya parachute ?,it's guddu's bag or parachute?
maja jab aata hai jab ham period khatam hone ke bad chalk lekar aate hai .  .  .  . :-),fun comes when we bring chalk after the end of the class.
bhajpaiyoon .   .   .   . chadi sambhal k rakhna .   .   .  feb 10 ko aukat pata chal jaega .   .   .,bhajpaiyoon .   .   .   . keep your underwear safe   .   .  you will know your status on 10 february.   .   .
"parents ko bolo boyfriend dhund de  ,  fir no family problems  !  !","ask parents to find boyfriend , then no family problems !  !"
#Notebandi se 15 Din pehle company band ? Kya mazra h bhai ? Kiske paise safed kiye @AmitShah k launde ne ? #notebandi #RichardThaler,15 days before #Notebandi the company was shutted down? what a joke? whose money is did @AmitShah son made white? #notebandi #RichardThaler 
Ye bahot hi adbhut!,this is very amazing!
Barish ke kya chances hain.,What are the chances of rain?
good point he may still be up ... he's off to las vegas !@someUSER @someUSER @someUSER @someUSER,good point he may still be up ... he's off to las vegas !@someUSER @someUSER @someUSER @someUSER
Take hai .......... care jahan SE achha Hindustan humara https://t.co/BEU07GaoBO,it is a take. hindustan is better than all the rest of the world https://t.co/BEU07GaoBO
Film aane wali hai to hakla aa gaya line pe.. Still we will #BoycottDilwalehttps://twitter.com/abpnewstv/status/677097452093091842��,Film is coming so stutterer has come to sanity .. Still we will #BoycottDilwalehttps://twitter.com/abpnewstv/status/677097452093091842
"@rootofall3vil climate change nahi hua hai, hum change ho gaye hain","@rootofall3vil climate change has not happened, we have changed"
@someUSER elimination diet starts tomorrow don't you mean ,) #lean #vegvegveg !
aisa kaise ho sakta hai  .  .  .  .  meine jo confession kiya tha wahi post kar dete,how could this happen..whatever i confessed got posted
@sagarcasm mein bhi hu Maheshwari.. Jai shri krishna @divyaszaika @navneet_mundhra @Payal_Lahoti,@sagarcasm even i'm maheswari. salutations to lord krishna! @divyaszaika @navneet_mundhra @Payal_Lahoti
ye sonia ji ki bahu hai @autumnrainwish,she is the daughter-in-law of sonia ji @autumnaranwish
Raj thakrey might go cRaZy if Obama have asked Modi ' kem cho ' in Marathi,Raj Thackeray's My Go Crazy If Obama Now Accepts Modi 'Why Cho' In Marathi
apne bachpan ki photo ko lala ki photo batakar likes batorne ka tareeka accha hai!!!!,calling your childhood photo lala's photo and increasing likes on it is an interesting idea.
Bridge hi banwa lo na.. Ek baar ka.. Kissa hi khatamhttp://m.timesofindia.com/city/nagpur/haj-panel-seeks-rs25k-cr-for-buying-aircraft/amp_articleshow/59905977.cms …,construct a bridge. end of discussion.http://m.timesofindia.com/city/nagpur/haj-panel-seeks-rs25k-cr-for-buying-aircraft/amp_articleshow/59905977.cms
Salman bhaaaiiiii ilovee uuu alooottt...,Salman brother i love you a lot
masle sheher ke bade ya chote hone se nahi hote hai .. masle to bas ho jaate hai ..!!,"problems does nor arise due size of the city, they arise irrespective of how big a city is"
@ZeeNewsHindi purane stats aur records koi kam k nahi hte.us din us match mein jo team jo player achcha khelega wohi jeetega .,"@ZeeNewsHindi old stats and records are of no use. That day whichever team, whichever player plays well will win."
@Ares_c3108 lag toh aise hi raha hai,@ Ares_c3l08 it does seems this way
"Maharaj ji, 1 RK main rehte hain log. Ek bacche ke baad dusra karne ke liye privacy nahi milti. 4 kahan se honge.","your majesty, all people live in one rak. privacy is not available after one child to do another. where will 4 be from?"
@Kuumarrajesh haan maine hi inke liye likha tha,@Kuumarrajesh yes i had only written it for them
@KutchaRaasta gaalib khayaal achcha hai,@KutchaRaasta gaalib the way is good.
Adam Milne be like 'Daawat ke liye bulaya tha kuch khaana hi nahi bacha',adam milne be like ‘called for a party but no food was left’
@Ojasism nahi dekhi yaar,"@Ojasism friend, i haven't watched it."
"wish you were eating @ jackie o's today ?  come to the appalachian health summit saturday for delicious jackie o's lunch ,  &amp; health workshop :)",wish you were eating @ jackie o's today ? come to the appalachian health summit saturday for delicious jackie o's lunch & health workshop.
Dubai me bday mana rahi ho .. aur kya chahiye,celebrating birthday in dubai... what more you want
Modi raaj me bani bharat ki missiles .. #MakeinIndia,indian missiles made under modi's government .. #MakeinIndia
20 rs deposit kar ke rent per comics  .  .  .  . he he he,"comics on rent after depositing 20 rupees, hehehe"
aap ko vote  ?  delhi ka satyanaash .,vote to you?  delhi's downfall .
chalo kam se kam #silver toh pakka ho gaya .. The disease which keep us far away from #Gold 0,Finally #silver is confirmed. The disease which keep us far away from #Gold 0
@vikrantkumar yahi hota hai :),@Vikrantkumar this is what happens 
Rahane me meri Test wali tweet padh li.. LOL senti ho gaya.. Achcha hai ,)
really me arushi ke murder kisne kiya tha abi tak pata nahi .  .  .,in reality we still dont know who has murdered arushi
Mujhko yaad sataaye teri.. Haayee haayee.. Yaad sataye teri,i miss you.
#congress walo ko kab samjh ayega ki #RahulGandhi unke liye kam or #bjp k liye jada lucky hai,When will #congress people understand that #RahulGandhi is more lucky for #bjp than them
Kya aapne kabhi online budhdhe students search kiya ? #JNU,did you search for old children on the internet sometime? #JNU
"Baal kaisa hai janaab ka?
Kya khayal hai aapka?
Hum toh salon chale huhuhu
Yunhi ganje huwe HAHAHA","how is hair, sir?what is your view? i am going to saloon huhuhu. this way got bald hahaha"
@mihirmodi Nahi bas garmi bahut thi toh T-shirt utari hai,"@mihirmodi no, it was too hot, so got off the t-shirt"
"guddu ki to lottery lag gayi  .  .  .  yaha to 2 ,  2 rupaye contri kar k 20 rupaye ka cricket match khelte the","guddu got a jackpot. . . here, we use to collect 2, 2 rupees and play a cricket match of 20 rupees.
"
#nba the brooklyn nets opener vs .  the new york knicks is postponed .  it was originally scheduled for thursday evening .,#nba the brooklyn nets opener vs  the new york knicks is postponed .  it was originally scheduled for thursday evening .
"kabhi scooter pe ulte baith ke dekhna ,  kasam se joyride se jyada maza aayega ^_^","sometimes watch seating in reverse on the scooter, i swear it will be more fun than joyride"
@BUnlimted bhai ye akki ka fan hai isse bol do hum ek movie dekhenge.. Airlift ya Dangal.. Baaki iski marzi  @akshay_airlift @aamir_khan,"@Bunlimited Bhai Yeh is a fan of Akki, tell us we'll watch a movie .. Airlift or Dangal .. the rest of it @Akshay_Airlift @Aamir_Khan"
@Atheist_Krishna hahaha.. Bhai tu ashleelta ki baate karta hai to bohot cute lagta hai,@Atheist_Krishna hahaha.. brother when you talk about vulgarity you look cute
Aise hi time waste kar ke 5 saal nikaal lo.https://twitter.com/narendramodi/status/779715981916667904 …,You can spend 5 years wasting time like this. https://twitter.com/narendramodi/status/779715981916667904 …
Dongiri tb hogi jb salu bhai(Salman) nd GuRu bhai(Hemant) dono sath me honge..,donation will happen only whe salman brother and guru brother are together.
@c_aashish hum bhi satire likhte hain kabhi kabhi *breaks bangles* @GappistanRadio,@c_aashish i also write satire sometimes. *breaks bangles* @GappistanRadio
#SurgicalStrikes to bahut hue ! Pak pe Aatankwad pe KaaleDhan pe TTT pe Naxal pe Vipaksh ke Scams pe ! Tabhi to Chichha bigadey hue hai,"many #SurgicalStrikes happened such as on pakistan's terrorism, on black money, on naxals in TTT, and on opposition's scams, that's why education is destroyed"
only avathar purush can solve 700 problems in 49 days:-) and only he can get awards in basement from unregistered group of followers:-),only avathar purush can solve 700 problems in 49 days and only he can get awards in basement from unregistered group of followers
hamare yahan kushwaha sir maths teacher they .  .  .  lottery khelte rehte the english teacher dixit sir ke sath .  .  .  .,our maths teacher was khushwaha sir and he used play lottery with english teacher dixit sir
Aap bhi bohot handsome lag rahe the aur baachhi bhi bohot cute thi. Charming song. Mazza aa gayi thi. :) :) :),you were looking handsome and your kids were looking very cute. charming song. i enjoyed it.
@_swapneal office ko kaam ... too much work load ðŸ˜°,@_swapneal work at office. too much work load
"#friday love that movie ,  kinda awkward watching it on thursday tho  .  .  . ","#friday love that movie ,  kinda awkward watching it on thursday though."
mujhe ek baat samajh nahi aati .  gags 90s k hote hain but match or tv shows jab bhi aaate hain to present time main kaise shift ho jate hain .  koi time machine h kya .  .,"i don't understand one thing. gags are from 90s but when match or a tv show comes, then that shifts to the present time, how? is ther any time machine?"
shaadi kar raha hai yaar? Congrats! @mishrageee,are you marrying friend? congrats! @mishrageee
We love you Salman bhai <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3,We love you Salman bhai <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3
Har cheez ki ek limit hoti hai yaarpic.twitter.com/0HHxK3GT46,"Everything has some limitation, friend. pic.twitter.com/0HHxK3GT46"
@Alllahdin @retardedwriter Aaj se cigarette bandh?,@Alllahdin @retardedwriter will give up cigarette from today?
@MeetUunngLee ab biwi jeb se paise nikaal legi.. To poor ho hi jaunga.. Daru to tujhe hi pilani padegi @AdvancedMaushi,"@MeetUunngLee if wife takes all the money from my pocket, I am obviously going to be poor.. you will have to get me drinks @AdvancedMaushi"
"Matlab tum Karishma nahin Raveena ho? Aur woh jo Karishma thi, woh ab kahan ravana hai? https://twitter.com/The_Karishma/status/499234729262997506?s=03 …",so that means you are karishma but not raveena? and where did the one with name of karishma go?  Http: //twitter.com/the_karishma/states/499234729262997506? S = 03…
"@subhashshobhda Bihar me BJP ko Laloo se jyada nuksaan Shatrughan Sinha ne pahuchaya hai.
 #BiharKaJaichandShatrughan","@subhashshobhda in bihar, shatrughan sinha hurt bjp more than laloo
#BiharkaJaichandShatrughan"
@MeetUunngLee @Dishasatra ye jalti hai hamare pyar se.,@MeetUunngLee @Dishasatra she is jealous of our love
@someUSER hey !  are you going to noel fielding with us on friday ?,@someUSER Hey! Are you going to noel fielding with us on friday?
@prtxt Usko pucha to woh kisi aur ka naam nahi batayega na? @BucketheadCase @rahulroushan,will he tell any other name upon asking asking him ?
